S.No	VertexId	UserId	WorkLoad
1878	  15307		  327	  15
1879	  15317		  251	  15
1880	  15327		  328	  15
1881	  15342		  333	  15
1882	  15346		  335	  15
1883	  15384		  5887	  15
1884	  15391		  7443	  15
1885	  15394		  7497	  15
1886	  15398		  7688	  15
1887	  15428		  4403	  15
1888	  15432		  336	  15
1889	  15461		  6221	  15
1890	  15465		  7450	  15
1891	  15469		  337	  15
1892	  15553		  340	  15
1893	  15621		  1266	  15
1894	  15627		  2163	  15
1895	  15633		  2670	  15
1896	  15638		  342	  15
1897	  15642		  343	  15
1898	  15648		  344	  15
1899	  15672		  2501	  15
1900	  15676		  345	  15
1901	  15711		  2251	  15
1902	  15720		  2416	  15
1903	  15743		  3104	  15
1904	  15752		  3446	  15
1905	  15755		  3483	  15
1906	  15769		  3971	  15
1907	  15781		  4822	  15
1908	  15808		  351	  15
1909	  15821		  355	  15
1910	  15824		  352	  15
1911	  15835		  353	  15
1912	  15843		  357	  15
1913	  15847		  193	  15
1914	  15874		  364	  15
1915	  15890		  365	  15
1916	  15900		  366	  15
1917	  15916		  369	  15
1918	  15919		  367	  15
1919	  16038		  6388	  15
1920	  16041		  7277	  15
1921	  16044		  7422	  15
1922	  16054		  374	  15
1923	  16059		  375	  15
1924	  16062		  376	  15
1925	  16101		  386	  15
1926	  16106		  381	  15
1927	  16110		  382	  15
1928	  16113		  387	  15
1929	  16126		  101	  15
1930	  16144		  383	  15
1931	  16177		  2674	  15
1932	  16193		  384	  15
1933	  16197		  393	  15
1934	  16200		  395	  15
1935	  16220		  4175	  15
1936	  16224		  4341	  15
1937	  16229		  5199	  15
1938	  16240		  6904	  15
1939	  16244		  6976	  15
1940	  16249		  7512	  15
1941	  16254		  7890	  15
1942	  16258		  397	  15
1943	  16261		  398	  15
1944	  16269		  6890	  15
1945	  16272		  399	  15
1946	  16280		  400	  15
1947	  16294		  401	  15
1948	  16317		  404	  15
1949	  16487		  2433	  15
1950	  16494		  2617	  15
1951	  16505		  3130	  15
1952	  16515		  4846	  15
1953	  16518		  4980	  15
1954	  16524		  5559	  15
1955	  16527		  5568	  15
1956	  16530		  5817	  15
1957	  16535		  7306	  15
1958	  16540		  408	  15
1959	  16543		  409	  15
1960	  16547		  410	  15
1961	  16555		  411	  15
1962	  16558		  413	  15
1963	  16565		  414	  15
1964	  16595		  416	  15
1965	  16608		  418	  15
1966	  16617		  423	  15
1967	  16626		  424	  15
1968	  16649		  2231	  15
1969	  16660		  2880	  15
1970	  16677		  5384	  15
1971	  16681		  5487	  15
1972	  16686		  5811	  15
1973	  16689		  5835	  15
1974	  16692		  6241	  15
1975	  16695		  6255	  15
1976	  16698		  6323	  15
1977	  16702		  6424	  15
1978	  16705		  6447	  15
1979	  16709		  6613	  15
1980	  16714		  6803	  15
1981	  16718		  6809	  15
1982	  16721		  6813	  15
1983	  16728		  6982	  15
1984	  16734		  7131	  15
1985	  16737		  7351	  15
1986	  16745		  7707	  15
1987	  16751		  426	  15
1988	  16799		  430	  15
1989	  16818		  618	  15
1990	  16944		  4653	  15
1991	  16956		  5466	  15
1992	  16960		  5693	  15
1993	  16971		  434	  15
1994	  16979		  436	  15
1995	  16982		  437	  15
1996	  16985		  438	  15
1997	  16988		  412	  15
1998	  17027		  441	  15
1999	  17030		  443	  15
2000	  17047		  7992	  15
2001	  17050		  444	  15
2002	  17054		  451	  15
2003	  17057		  448	  15
2004	  17060		  449	  15
2005	  17066		  3548	  15
2006	  17070		  4402	  15
2007	  17075		  446	  15
2008	  17078		  450	  15
2009	  17081		  211	  15
2010	  17085		  453	  15
2011	  17088		  454	  15
2012	  17099		  455	  15
2013	  17105		  456	  15
2014	  17112		  457	  15
2015	  17243		  1600	  15
2016	  17327		  2277	  15
2017	  17378		  2818	  15
2018	  17393		  2996	  15
2019	  17412		  3200	  15
2020	  17420		  3324	  15
2021	  17430		  3409	  15
2022	  17471		  3849	  15
2023	  17479		  3911	  15
2024	  17483		  3922	  15
2025	  17500		  4173	  15
2026	  17511		  4315	  15
2027	  17523		  4488	  15
2028	  17526		  4507	  15
2029	  17539		  4621	  15
2030	  17558		  4797	  15
2031	  17565		  4824	  15
2032	  17570		  4831	  15
2033	  17575		  4879	  15
2034	  17578		  4899	  15
2035	  17587		  4986	  15
2036	  17593		  5012	  15
2037	  17599		  5045	  15
2038	  17608		  5121	  15
2039	  17613		  5148	  15
2040	  17622		  5204	  15
2041	  17635		  5285	  15
2042	  17639		  5289	  15
2043	  17643		  5305	  15
2044	  17662		  5513	  15
2045	  17674		  5623	  15
2046	  17679		  5631	  15
2047	  17683		  5638	  15
2048	  17689		  5663	  15
2049	  17697		  5705	  15
2050	  17708		  5757	  15
2051	  17713		  5776	  15
2052	  17717		  5792	  15
2053	  17723		  5801	  15
2054	  17729		  5809	  15
2055	  17740		  5830	  15
2056	  17743		  5832	  15
2057	  17747		  5850	  15
2058	  17754		  5891	  15
2059	  17760		  5931	  15
2060	  17763		  5932	  15
2061	  17769		  5973	  15
2062	  17773		  5991	  15
2063	  17781		  6009	  15
2064	  17784		  6010	  15
2065	  17787		  6021	  15
2066	  17790		  6032	  15
2067	  17796		  6106	  15
2068	  17800		  6149	  15
2069	  17804		  6161	  15
2070	  17809		  6218	  15
2071	  17815		  6243	  15
2072	  17818		  6261	  15
2073	  17821		  6270	  15
2074	  17827		  6302	  15
2075	  17835		  6334	  15
2076	  17844		  6409	  15
2077	  17848		  6422	  15
2078	  17859		  6474	  15
2079	  17863		  6491	  15
2080	  17873		  6554	  15
2081	  17877		  6571	  15
2082	  17882		  6594	  15
2083	  17889		  6632	  15
2084	  17893		  6663	  15
2085	  17897		  6668	  15
2086	  17901		  6685	  15
2087	  17904		  6686	  15
2088	  17915		  6783	  15
2089	  17925		  6873	  15
2090	  17930		  6897	  15
2091	  17934		  6907	  15
2092	  17940		  7034	  15
2093	  17944		  7073	  15
2094	  17950		  7237	  15
2095	  17953		  7238	  15
2096	  17961		  7389	  15
2097	  17968		  7491	  15
2098	  17971		  7529	  15
2099	  17976		  7561	  15
2100	  17984		  7791	  15
2101	  17989		  7835	  15
2102	  17992		  7860	  15
2103	  17997		  7946	  15
2104	  18000		  7957	  15
2105	  18004		  7965	  15
2106	  18007		  7979	  15
2107	  18011		  8044	  15
2108	  18014		  8050	  15
2109	  18023		  8209	  15
2110	  18027		  8219	  15
2111	  18030		  8224	  15
2112	  18033		  8226	  15
2113	  18036		  8249	  15
2114	  18044		  458	  15
2115	  18050		  460	  15
2116	  18055		  461	  15
2117	  18061		  462	  15
2118	  18067		  463	  15
2119	  18085		  3939	  15
2120	  18088		  3942	  15
2121	  18096		  467	  15
2122	  18110		  468	  15
2123	  18113		  164	  15
2124	  18123		  472	  15
2125	  18126		  476	  15
2126	  18129		  479	  15
2127	  18139		  480	  15
2128	  18142		  481	  15
2129	  18145		  486	  15
2130	  18148		  473	  15
2131	  18155		  489	  15
2132	  18162		  490	  15
2133	  18165		  492	  15
2134	  18168		  493	  15
2135	  18173		  494	  15
2136	  18178		  497	  15
2137	  18182		  498	  15
2138	  18186		  499	  15
2139	  18202		  501	  15
2140	  18214		  502	  15
2141	  18220		  504	  15
2142	  18223		  507	  15
2143	  18226		  513	  15
2144	  18232		  511	  15
2145	  18237		  509	  15
2146	  18240		  516	  15
2147	  18243		  519	  15
2148	  18246		  520	  15
2149	  18249		  525	  15
2150	  18252		  521	  15
2151	  18259		  522	  15
2152	  18262		  523	  15
2153	  18265		  445	  15
2154	  18271		  527	  15
2155	  18274		  528	  15
2156	  18277		  531	  15
2157	  18280		  530	  15
2158	  18289		  529	  15
2159	  18292		  534	  15
2160	  18298		  536	  15
2161	  18305		  539	  15
2162	  18309		  540	  15
2163	  18312		  541	  15
2164	  18317		  542	  15
2165	  18326		  543	  15
2166	  18329		  544	  15
2167	  18356		  7646	  15
2168	  18359		  546	  15
2169	  18463		  3811	  15
2170	  18471		  4199	  15
2171	  18485		  5298	  15
2172	  18494		  5807	  15
2173	  18499		  6421	  15
2174	  18506		  6590	  15
2175	  18515		  551	  15
2176	  18518		  218	  15
2177	  18522		  547	  15
2178	  18525		  548	  15
2179	  18532		  550	  15
2180	  18535		  552	  15
2181	  18547		  553	  15
2182	  18571		  554	  15
2183	  18579		  555	  15
2184	  18584		  556	  15
2185	  18707		  557	  15
2186	  18710		  558	  15
2187	  18717		  561	  15
2188	  18723		  562	  15
2189	  18726		  563	  15
2190	  18729		  565	  15
2191	  18749		  568	  15
2192	  18752		  569	  15
2193	  18755		  570	  15
2194	  18761		  571	  15
2195	  18764		  572	  15
2196	  18771		  573	  15
2197	  18774		  574	  15
2198	  18788		  576	  15
2199	  18791		  577	  15
2200	  18794		  578	  15
2201	  18797		  580	  15
2202	  18801		  2258	  15
2203	  18813		  5103	  15
2204	  18818		  5500	  15
2205	  18835		  583	  15
2206	  18863		  582	  15
2207	  18886		  4562	  15
2208	  18890		  4605	  15
2209	  18896		  4728	  15
2210	  18910		  585	  15
2211	  18946		  588	  15
2212	  18990		  591	  15
2213	  18994		  595	  15
2214	  18998		  593	  15
2215	  19001		  596	  15
2216	  19004		  594	  15
2217	  19007		  597	  15
2218	  19011		  598	  15
2219	  19014		  599	  15
2220	  19231		  6892	  15
2221	  19237		  7912	  15
2222	  19252		  602	  15
2223	  19255		  605	  15
2224	  19264		  610	  15
2225	  19269		  612	  15
2226	  19273		  614	  15
2227	  19285		  615	  15
2228	  19333		  495	  15
2229	  19341		  620	  15
2230	  19356		  8289	  15
2231	  19359		  621	  15
2232	  19364		  625	  15
2233	  19401		  632	  15
2234	  19453		  5469	  15
2235	  19461		  634	  15
2236	  19524		  1403	  15
2237	  19571		  3554	  15
2238	  19585		  4323	  15
2239	  19605		  5539	  15
2240	  19617		  6148	  15
2241	  19623		  646	  15
2242	  19642		  635	  15
2243	  19778		  638	  15
2244	  19781		  640	  15
2245	  19787		  641	  15
2246	  19791		  642	  15
2247	  19796		  648	  15
2248	  19889		  649	  15
2249	  20025		  3082	  15
2250	  20030		  3256	  15
2251	  20033		  651	  15
2252	  20037		  655	  15
2253	  20040		  652	  15
2254	  20044		  653	  15
2255	  20048		  654	  15
2256	  20072		  661	  15
2257	  20076		  662	  15
2258	  20204		  1961	  15
2259	  20212		  2223	  15
2260	  20242		  4480	  15
2261	  20283		  666	  15
2262	  20289		  639	  15
2263	  20322		  669	  15
2264	  20330		  672	  15
2265	  20333		  4049	  15
2266	  20354		  676	  15
2267	  20357		  678	  15
2268	  20362		  683	  15
2269	  20451		  688	  15
2270	  20458		  689	  15
2271	  20507		  690	  15
2272	  20536		  692	  15
2273	  20541		  693	  15
2274	  20544		  695	  15
2275	  20647		  4639	  15
2276	  20666		  699	  15
2277	  20676		  701	  15
2278	  20682		  703	  15
2279	  20870		  1819	  15
2280	  21014		  708	  15
2281	  21065		  2993	  15
2282	  21069		  709	  15
2283	  21172		  3671	  15
2284	  21185		  711	  15
2285	  21188		  712	  15
2286	  21209		  713	  15
2287	  21238		  716	  15
2288	  21242		  718	  15
2289	  21248		  3808	  15
2290	  21251		  720	  15
2291	  21254		  721	  15
2292	  21411		  2571	  15
2293	  21418		  2591	  15
2294	  21421		  2607	  15
2295	  21428		  2647	  15
2296	  21448		  2797	  15
2297	  21454		  2821	  15
2298	  21457		  2825	  15
2299	  21462		  2856	  15
2300	  21468		  2902	  15
2301	  21497		  3255	  15
2302	  21509		  3609	  15
2303	  21531		  5326	  15
2304	  21541		  6714	  15
2305	  21554		  724	  15
2306	  21560		  726	  15
2307	  21564		  727	  15
2308	  21598		  728	  15
2309	  21605		  729	  15
2310	  21642		  731	  15
2311	  21645		  732	  15
2312	  21666		  1823	  15
2313	  21669		  1865	  15
2314	  21692		  3842	  15
2315	  21700		  4298	  15
2316	  21718		  5064	  15
2317	  21750		  5772	  15
2318	  21769		  6047	  15
2319	  21778		  6280	  15
2320	  21783		  6320	  15
2321	  21804		  6618	  15
2322	  21812		  6700	  15
2323	  21817		  6736	  15
2324	  21821		  6759	  15
2325	  21826		  6772	  15
2326	  21831		  6789	  15
2327	  21841		  6917	  15
2328	  21844		  6924	  15
2329	  21848		  6933	  15
2330	  21866		  7162	  15
2331	  21870		  7186	  15
2332	  21877		  7323	  15
2333	  21883		  7386	  15
2334	  21886		  7391	  15
2335	  21889		  7397	  15
2336	  21894		  7449	  15
2337	  21899		  7517	  15
2338	  21904		  7567	  15
2339	  21909		  7593	  15
2340	  21918		  7658	  15
2341	  21921		  7666	  15
2342	  21924		  7669	  15
2343	  21927		  7673	  15
2344	  21930		  7675	  15
2345	  21935		  7730	  15
2346	  21938		  7778	  15
2347	  21941		  7799	  15
2348	  21945		  7819	  15
2349	  21949		  7874	  15
2350	  21961		  8168	  15
2351	  21964		  8192	  15
2352	  21968		  8204	  15
2353	  21973		  738	  15
2354	  21982		  5301	  15
2355	  21985		  734	  15
2356	  21988		  735	  15
2357	  22062		  4385	  15
2358	  22065		  4386	  15
2359	  22077		  6712	  15
2360	  22081		  7214	  15
2361	  22087		  7691	  15
2362	  22095		  745	  15
2363	  22160		  2116	  15
2364	  22193		  5215	  15
2365	  22267		  7683	  15
2366	  22299		  751	  15
2367	  22302		  754	  15
2368	  22306		  752	  15
2369	  22309		  753	  15
2370	  22312		  755	  15
2371	  22316		  758	  15
2372	  22320		  759	  15
2373	  22391		  4777	  15
2374	  22399		  5673	  15
2375	  22513		  766	  15
2376	  22643		  1971	  15
2377	  22705		  2507	  15
2378	  22734		  2658	  15
2379	  22796		  3000	  15
2380	  22814		  3103	  15
2381	  22832		  3271	  15
2382	  22843		  3319	  15
2383	  22846		  3320	  15
2384	  22852		  3348	  15
2385	  22857		  3381	  15
2386	  22878		  3486	  15
2387	  22890		  3555	  15
2388	  22901		  3616	  15
2389	  22934		  3856	  15
2390	  22970		  4219	  15
2391	  23001		  4500	  15
2392	  23007		  4529	  15
2393	  23017		  4583	  15
2394	  23077		  5033	  15
2395	  23122		  5432	  15
2396	  23147		  5650	  15
2397	  23178		  5837	  15
2398	  23230		  6501	  15
2399	  23292		  7510	  15
2400	  23320		  7879	  15
2401	  23323		  7882	  15
2402	  23337		  8073	  15
2403	  23386		  7378	  15
2404	  23394		  767	  15
2405	  23397		  768	  15
2406	  23547		  770	  15
2407	  23559		  772	  15
2408	  23564		  773	  15
2409	  23567		  774	  15
2410	  23570		  736	  15
2411	  23576		  775	  15
2412	  23580		  776	  15
2413	  23583		  786	  15
2414	  23587		  788	  15
2415	  23662		  2914	  15
2416	  23690		  5709	  15
2417	  23699		  6360	  15
2418	  23708		  780	  15
2419	  23712		  781	  15
2420	  23722		  782	  15
2421	  23733		  783	  15
2422	  24188		  4355	  15
2423	  24229		  5120	  15
2424	  24251		  5470	  15
2425	  24283		  785	  15
2426	  24286		  792	  15
2427	  24329		  7899	  15
2428	  24427		  796	  15
2429	  24444		  799	  15
2430	  24447		  800	  15
2431	  24451		  801	  15
2432	  24465		  804	  15
2433	  24563		  807	  15
2434	  24566		  808	  15
2435	  24606		  811	  15
2436	  24611		  812	  15
2437	  24849		  3875	  15
2438	  24861		  4181	  15
2439	  24892		  814	  15
2440	  24897		  815	  15
2441	  24901		  816	  15
2442	  24943		  819	  15
2443	  24962		  821	  15
2444	  25006		  818	  15
2445	  25024		  3465	  15
2446	  25027		  824	  15
2447	  25158		  1970	  15
2448	  25218		  2638	  15
2449	  25261		  3105	  15
2450	  25269		  3235	  15
2451	  25371		  3822	  15
2452	  25376		  3908	  15
2453	  25386		  4030	  15
2454	  25407		  4678	  15
2455	  25412		  4783	  15
2456	  25427		  5426	  15
2457	  25443		  5740	  15
2458	  25462		  7250	  15
2459	  25467		  8246	  15
2460	  25471		  830	  15
2461	  25476		  832	  15
2462	  25481		  831	  15
2463	  25495		  835	  15
2464	  25564		  841	  15
2465	  25615		  3914	  15
2466	  25681		  842	  15
2467	  25713		  843	  15
2468	  25716		  845	  15
2469	  25719		  847	  15
2470	  25722		  848	  15
2471	  25732		  851	  15
2472	  25736		  854	  15
2473	  25768		  1770	  15
2474	  25780		  2112	  15
2475	  25841		  855	  15
2476	  25908		  4014	  15
2477	  25938		  852	  15
2478	  25994		  2910	  15
2479	  26010		  860	  15
2480	  26036		  862	  15
2481	  26046		  865	  15
2482	  26145		  867	  15
2483	  26148		  869	  15
2484	  26161		  870	  15
2485	  26255		  2990	  15
2486	  26260		  3023	  15
2487	  26269		  874	  15
2488	  26272		  876	  15
2489	  26275		  877	  15
2490	  26279		  879	  15
2491	  26357		  3745	  15
2492	  26382		  4359	  15
2493	  26392		  4550	  15
2494	  26409		  880	  15
2495	  26419		  883	  15
2496	  26431		  886	  15
2497	  26437		  888	  15
2498	  26440		  889	  15
2499	  26443		  890	  15
2500	  26446		  891	  15
2501	  26449		  892	  15
2502	  26452		  469	  15
2503	  26497		  898	  15
2504	  26509		  900	  15
2505	  26514		  1323	  15
2506	  26518		  902	  15
2507	  26636		  2751	  15
2508	  26644		  905	  15
2509	  26666		  909	  15
2510	  26676		  7407	  15
2511	  26680		  7439	  15
2512	  26684		  910	  15
2513	  26688		  911	  15
2514	  26717		  912	  15
2515	  26731		  914	  15
2516	  26740		  923	  15
2517	  26743		  915	  15
2518	  26752		  916	  15
2519	  26758		  917	  15
2520	  26778		  919	  15
2521	  26781		  920	  15
2522	  26793		  921	  15
2523	  26801		  924	  15
2524	  26804		  787	  15
2525	  26818		  927	  15
2526	  26843		  926	  15
2527	  26851		  931	  15
2528	  26925		  940	  15
2529	  27038		  944	  15
2530	  27108		  2083	  15
2531	  27153		  3629	  15
2532	  27211		  5253	  15
2533	  27217		  949	  15
2534	  27227		  950	  15
2535	  27238		  951	  15
2536	  27241		  954	  15
2537	  27319		  957	  15
2538	  27358		  961	  15
2539	  27376		  965	  15
2540	  27379		  962	  15
2541	  27387		  964	  15
2542	  27393		  933	  15
2543	  27434		  969	  15
2544	  27438		  970	  15
2545	  27523		  973	  15
2546	  27573		  3205	  15
2547	  27576		  976	  15
2548	  27579		  980	  15
2549	  27711		  984	  15
2550	  27726		  986	  15
2551	  27805		  988	  15
2552	  27954		  2974	  15
2553	  28016		  3538	  15
2554	  28035		  3809	  15
2555	  28039		  3825	  15
2556	  28063		  5417	  15
2557	  28091		  8122	  15
2558	  28094		  8124	  15
2559	  28098		  8130	  15
2560	  28115		  987	  15
2561	  28119		  990	  15
2562	  28122		  992	  15
2563	  28349		  3888	  15
2564	  28404		  3885	  15
2565	  28412		  996	  15
2566	  28684		  5784	  15
2567	  28713		  998	  15
2568	  28745		  1005	  15
2569	  28811		  6027	  15
2570	  28817		  7436	  15
2571	  28958		  1001	  15
2572	  28961		  1002	  15
2573	  28964		  1003	  15
2574	  28984		  1004	  15
2575	  28998		  1008	  15
2576	  29008		  1011	  15
2577	  29021		  3301	  15
2578	  29025		  1013	  15
2579	  29050		  1016	  15
2580	  29053		  1017	  15
2581	  29061		  1019	  15
2582	  29064		  1009	  15
2583	  29110		  1021	  15
2584	  29177		  1025	  15
2585	  29180		  1027	  15
2586	  29188		  1028	  15
2587	  29390		  1033	  15
2588	  29449		  1037	  15
2589	  29543		  1040	  15
2590	  29546		  1041	  15
2591	  29569		  4127	  15
2592	  29573		  4468	  15
2593	  29584		  5309	  15
2594	  29598		  6311	  15
2595	  29605		  1042	  15
2596	  29678		  1045	  15
2597	  29681		  1046	  15
2598	  29707		  1047	  15
2599	  29710		  1048	  15
2600	  29717		  1050	  15
2601	  29763		  1052	  15
2602	  29769		  1051	  15
2603	  30013		  1058	  15
2604	  30016		  1059	  15
2605	  30020		  1060	  15
2606	  30181		  1063	  15
2607	  30212		  1064	  15
2608	  30230		  1067	  15
2609	  30234		  1065	  15
2610	  30243		  1066	  15
2611	  30250		  1070	  15
2612	  30253		  1071	  15
2613	  30256		  1072	  15
2614	  30259		  872	  15
2615	  30289		  5499	  15
2616	  30375		  6755	  15
2617	  30378		  6769	  15
2618	  30383		  6850	  15
2619	  30467		  1084	  15
2620	  30474		  1078	  15
2621	  30481		  1079	  15
2622	  30490		  1081	  15
2623	  30493		  1082	  15
2624	  30499		  1083	  15
2625	  30503		  1085	  15
2626	  30509		  1086	  15
2627	  30519		  1089	  15
2628	  30529		  1087	  15
2629	  30533		  1088	  15
2630	  30536		  1093	  15
2631	  30540		  1094	  15
2632	  30544		  1095	  15
2633	  30556		  1096	  15
2634	  30622		  3155	  15
2635	  30649		  1098	  15
2636	  30766		  2650	  15
2637	  30778		  2781	  15
2638	  30874		  6568	  15
2639	  30888		  6806	  15
2640	  30911		  7059	  15
2641	  30914		  7060	  15
2642	  30921		  7110	  15
2643	  30924		  7120	  15
2644	  30929		  7201	  15
2645	  30933		  7262	  15
2646	  30951		  7634	  15
2647	  30971		  8002	  15
2648	  30989		  1099	  15
2649	  30999		  1104	  15
2650	  31004		  1105	  15
2651	  31009		  1106	  15
2652	  31013		  1101	  15
2653	  31016		  1107	  15
2654	  31019		  1108	  15
2655	  31022		  1109	  15
2656	  31025		  1110	  15
2657	  31088		  1112	  15
2658	  31091		  1113	  15
2659	  31099		  1102	  15
2660	  31156		  1115	  15
2661	  31159		  1120	  15
2662	  31219		  1126	  15
2663	  31298		  1129	  15
2664	  31362		  1130	  15
2665	  31365		  1132	  15
2666	  31424		  1133	  15
2667	  31499		  2129	  15
2668	  31621		  4047	  15
2669	  31634		  4188	  15
2670	  31644		  4254	  15
2671	  31658		  4311	  15
2672	  31662		  4331	  15
2673	  31696		  4558	  15
2674	  31706		  4620	  15
2675	  31712		  4648	  15
2676	  31717		  4677	  15
2677	  31744		  4946	  15
2678	  31754		  5043	  15
2679	  31757		  5044	  15
2680	  31800		  5635	  15
2681	  31823		  5977	  15
2682	  31838		  6226	  15
2683	  31857		  1134	  15
2684	  31862		  1135	  15
2685	  31929		  1664	  15
2686	  32113		  5141	  15
2687	  32118		  1138	  15
2688	  32123		  1139	  15
2689	  32129		  1142	  15
2690	  32179		  1143	  15
2691	  32202		  1068	  15
2692	  32207		  1145	  15
2693	  32211		  1146	  15
2694	  32214		  1147	  15
2695	  32219		  1148	  15
2696	  32222		  1150	  15
2697	  32710		  1155	  15
2698	  32715		  1158	  15
2699	  32869		  1161	  15
2700	  33147		  2376	  15
2701	  33266		  3266	  15
2702	  33326		  3893	  15
2703	  33463		  6023	  15
2704	  33471		  6164	  15
2705	  33715		  1177	  15
2706	  33723		  1178	  15
2707	  33726		  1179	  15
2708	  33738		  1169	  15
2709	  33769		  1170	  15
2710	  33773		  1180	  15
2711	  33776		  1171	  15
2712	  33779		  1090	  15
2713	  33783		  1172	  15
2714	  33786		  1173	  15
2715	  33789		  1174	  15
2716	  33792		  1175	  15
2717	  33795		  1182	  15
2718	  33804		  1183	  15
2719	  33858		  1176	  15
2720	  33865		  1187	  15
2721	  33870		  1188	  15
2722	  33874		  1189	  15
2723	  33911		  3193	  15
2724	  33919		  1194	  15
2725	  33922		  1195	  15
2726	  33929		  1197	  15
2727	  33934		  1198	  15
2728	  34026		  3138	  15
2729	  34086		  1202	  15
2730	  34176		  1204	  15
2731	  34239		  1205	  15
2732	  34242		  1206	  15
2733	  34245		  1207	  15
2734	  34273		  1208	  15
2735	  34276		  1209	  15
2736	  34279		  1210	  15
2737	  34578		  1212	  15
2738	  34584		  1213	  15
2739	  34587		  1214	  15
2740	  34591		  1215	  15
2741	  34658		  1216	  15
2742	  34661		  1219	  15
2743	  34741		  1223	  15
2744	  34744		  1224	  15
2745	  34747		  1225	  15
2746	  34750		  1226	  15
2747	  34753		  1227	  15
2748	  34756		  1228	  15
2749	  34769		  1229	  15
2750	  34805		  1231	  15
2751	  34809		  1233	  15
2752	  34841		  1235	  15
2753	  34967		  1237	  15
2754	  34975		  1238	  15
2755	  35018		  1242	  15
2756	  35031		  1244	  15
2757	  35035		  1245	  15
2758	  35047		  1246	  15
2759	  35110		  3171	  15
2760	  35208		  1252	  15
2761	  35212		  1254	  15
2762	  35215		  1255	  15
2763	  35218		  1256	  15
2764	  35221		  1257	  15
2765	  35224		  1258	  15
2766	  35282		  1262	  15
2767	  35286		  1264	  15
2768	  35350		  1268	  15
2769	  35353		  1269	  15
2770	  35356		  1271	  15
2771	  35360		  1272	  15
2772	  35363		  1273	  15
2773	  35366		  1274	  15
2774	  35369		  1275	  15
2775	  35372		  1278	  15
2776	  35443		  1276	  15
2777	  35570		  1280	  15
2778	  35584		  1281	  15
2779	  35633		  2956	  15
2780	  35714		  1290	  15
2781	  35766		  1292	  15
2782	  35775		  1293	  15
2783	  35810		  1294	  15
2784	  35813		  1295	  15
2785	  35901		  1298	  15
2786	  35904		  1299	  15
2787	  35911		  1301	  15
2788	  35916		  1302	  15
2789	  35919		  1303	  15
2790	  35922		  1304	  15
2791	  36156		  3461	  15
2792	  36191		  3973	  15
2793	  36211		  4993	  15
2794	  36221		  1306	  15
2795	  36242		  3867	  15
2796	  36245		  1308	  15
2797	  36251		  1309	  15
2798	  36254		  1313	  15
2799	  36259		  1311	  15
2800	  36263		  1312	  15
2801	  36266		  1314	  15
2802	  36275		  1316	  15
2803	  36284		  1317	  15
2804	  36287		  1318	  15
2805	  36451		  3237	  15
2806	  36474		  1320	  15
2807	  36494		  1324	  15
2808	  36497		  1327	  15
2809	  36500		  1328	  15
2810	  36504		  1325	  15
2811	  36507		  1329	  15
2812	  36518		  1331	  15
2813	  36526		  1332	  15
2814	  36529		  1333	  15
2815	  36533		  1334	  15
2816	  36536		  1335	  15
2817	  36600		  1336	  15
2818	  36610		  1337	  15
2819	  36613		  1338	  15
2820	  36618		  1339	  15
2821	  36625		  1340	  15
2822	  36630		  1341	  15
2823	  36634		  1342	  15
2824	  36640		  1343	  15
2825	  36644		  1344	  15
2826	  36648		  1345	  15
2827	  36651		  1346	  15
2828	  36656		  1349	  15
2829	  36660		  1350	  15
2830	  36779		  1351	  15
2831	  36903		  1359	  15
2832	  36960		  1354	  15
2833	  36970		  1355	  15
2834	  36975		  1361	  15
2835	  36978		  1356	  15
2836	  37000		  1362	  15
2837	  37097		  1358	  15
2838	  37117		  1365	  15
2839	  37126		  1366	  15
2840	  37129		  1367	  15
2841	  37171		  1368	  15
2842	  37202		  3785	  15
2843	  37208		  1369	  15
2844	  37211		  1370	  15
2845	  37218		  1373	  15
2846	  37613		  7088	  15
2847	  37705		  1376	  15
2848	  37755		  1379	  15
2849	  37758		  1380	  15
2850	  37823		  1381	  15
2851	  37877		  1383	  15
2852	  37955		  1386	  15
2853	  38018		  1387	  15
2854	  38021		  1388	  15
2855	  38066		  1391	  15
2856	  38069		  1392	  15
2857	  38077		  1395	  15
2858	  38278		  1397	  15
2859	  38281		  1398	  15
2860	  38284		  1399	  15
2861	  38287		  1400	  15
2862	  38292		  1401	  15
2863	  38300		  1404	  15
2864	  38303		  1405	  15
2865	  38307		  1406	  15
2866	  38314		  1408	  15
2867	  38317		  1409	  15
2868	  38320		  1410	  15
2869	  38389		  1421	  15
2870	  38393		  1422	  15
2871	  38396		  1423	  15
2872	  38406		  1424	  15
2873	  38460		  1426	  15
2874	  38463		  1427	  15
2875	  38619		  2679	  15
2876	  38633		  3080	  15
2877	  38654		  1429	  15
2878	  38659		  1430	  15
2879	  38663		  1431	  15
2880	  38666		  1433	  15
2881	  38669		  1434	  15
2882	  38673		  1436	  15
2883	  38676		  1184	  15
2884	  38752		  4809	  15
2885	  38759		  1438	  15
2886	  38762		  1440	  15
2887	  38838		  1443	  15
2888	  38845		  1445	  15
2889	  38848		  1447	  15
2890	  38857		  1448	  15
2891	  38860		  1449	  15
2892	  38863		  1450	  15
2893	  38866		  1451	  15
2894	  38871		  1452	  15
2895	  38874		  1454	  15
2896	  38877		  1455	  15
2897	  38880		  1456	  15
2898	  38883		  1457	  15
2899	  38890		  1458	  15
2900	  38893		  1459	  15
